doc_idx,filename,rule_label,prompt_id,gemini_label,gemini_reason
140,2021-温岭市人民政府办公室关于印发温岭市节水行动实施方案的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
140,2021-温岭市人民政府办公室关于印发温岭市节水行动实施方案的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
140,2021-温岭市人民政府办公室关于印发温岭市节水行动实施方案的通知.docx,regulatory,P8_label_only,regulatory,(single word)
141,2020-关于下达2020年度各镇（街道）河道疏浚整治、保洁计划任务的通知.docx,incentive,P1_baseline_zh,regulatory,(keyword fallback)
141,2020-关于下达2020年度各镇（街道）河道疏浚整治、保洁计划任务的通知.docx,incentive,P2_english,regulatory,(keyword fallback)
141,2020-关于下达2020年度各镇（街道）河道疏浚整治、保洁计划任务的通知.docx,incentive,P3_no_definition,regulatory,(keyword fallback)
141,2020-关于下达2020年度各镇（街道）河道疏浚整治、保洁计划任务的通知.docx,incentive,P8_label_only,regulatory,(single word)
142,2014-台州市椒江区人民政府办公室关于印发全面推进节水型社会建设实行最严格水资源管理制度实施意见的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
142,2014-台州市椒江区人民政府办公室关于印发全面推进节水型社会建设实行最严格水资源管理制度实施意见的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
142,2014-台州市椒江区人民政府办公室关于印发全面推进节水型社会建设实行最严格水资源管理制度实施意见的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
142,2014-台州市椒江区人民政府办公室关于印发全面推进节水型社会建设实行最严格水资源管理制度实施意见的通知.docx,regulatory,P8_label_only,regulatory,(single word)
143,2018-台州市椒江区人民政府办公室关于印发台州市椒江区2018年度河道保洁实施意见的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
143,2018-台州市椒江区人民政府办公室关于印发台州市椒江区2018年度河道保洁实施意见的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
143,2018-台州市椒江区人民政府办公室关于印发台州市椒江区2018年度河道保洁实施意见的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
143,2018-台州市椒江区人民政府办公室关于印发台州市椒江区2018年度河道保洁实施意见的通知.docx,regulatory,P8_label_only,regulatory,(single word)
144,2019-台州市椒江区人民政府办公室关于印发台州市椒江区排水管网设施运行维护管理办法（试行）的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
144,2019-台州市椒江区人民政府办公室关于印发台州市椒江区排水管网设施运行维护管理办法（试行）的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
144,2019-台州市椒江区人民政府办公室关于印发台州市椒江区排水管网设施运行维护管理办法（试行）的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
144,2019-台州市椒江区人民政府办公室关于印发台州市椒江区排水管网设施运行维护管理办法（试行）的通知.docx,regulatory,P8_label_only,regulatory,(single word)
145,2020-关于调整三门县畜禽养殖禁养区的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
145,2020-关于调整三门县畜禽养殖禁养区的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
145,2020-关于调整三门县畜禽养殖禁养区的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
145,2020-关于调整三门县畜禽养殖禁养区的通知.docx,regulatory,P8_label_only,regulatory,(single word)
146,2016-三门县人民政府关于全面禁止亭旁溪流域非法采砂制（洗）砂的通告.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
146,2016-三门县人民政府关于全面禁止亭旁溪流域非法采砂制（洗）砂的通告.docx,regulatory,P2_english,regulatory,(keyword fallback)
146,2016-三门县人民政府关于全面禁止亭旁溪流域非法采砂制（洗）砂的通告.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
146,2016-三门县人民政府关于全面禁止亭旁溪流域非法采砂制（洗）砂的通告.docx,regulatory,P8_label_only,regulatory,(single word)
147,2009-关于印发三门县石牯牛水库饮用水源保护区污染防治管理暂行办的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
147,2009-关于印发三门县石牯牛水库饮用水源保护区污染防治管理暂行办的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
147,2009-关于印发三门县石牯牛水库饮用水源保护区污染防治管理暂行办的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
147,2009-关于印发三门县石牯牛水库饮用水源保护区污染防治管理暂行办的通知.docx,regulatory,P8_label_only,regulatory,(single word)
148,2011-关于印发三门县沙柳镇大岙田水库饮用水源保护区污染防治管理办法的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
148,2011-关于印发三门县沙柳镇大岙田水库饮用水源保护区污染防治管理办法的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
148,2011-关于印发三门县沙柳镇大岙田水库饮用水源保护区污染防治管理办法的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
148,2011-关于印发三门县沙柳镇大岙田水库饮用水源保护区污染防治管理办法的通知.docx,regulatory,P8_label_only,regulatory,(single word)
149,2023-三门县交通运输局关于印发三门县港口船舶污染物接收、转运及处置设施建设方案的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
149,2023-三门县交通运输局关于印发三门县港口船舶污染物接收、转运及处置设施建设方案的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
149,2023-三门县交通运输局关于印发三门县港口船舶污染物接收、转运及处置设施建设方案的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
149,2023-三门县交通运输局关于印发三门县港口船舶污染物接收、转运及处置设施建设方案的通知.docx,regulatory,P8_label_only,regulatory,(single word)
150,2023-关于进一步规范自备水源排水户城镇污水处理费征收的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
150,2023-关于进一步规范自备水源排水户城镇污水处理费征收的通知.docx,regulatory,P2_english,incentive,(keyword fallback)
150,2023-关于进一步规范自备水源排水户城镇污水处理费征收的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
150,2023-关于进一步规范自备水源排水户城镇污水处理费征收的通知.docx,regulatory,P8_label_only,regulatory,(single word)
151,2022-三门县人民政府关于规范三门县辖区范围内用海行为的通告.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
151,2022-三门县人民政府关于规范三门县辖区范围内用海行为的通告.docx,regulatory,P2_english,regulatory,(keyword fallback)
151,2022-三门县人民政府关于规范三门县辖区范围内用海行为的通告.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
151,2022-三门县人民政府关于规范三门县辖区范围内用海行为的通告.docx,regulatory,P8_label_only,regulatory,(single word)
152,2018-三门县农村生活污水处理设施运行维护管理办法.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
152,2018-三门县农村生活污水处理设施运行维护管理办法.docx,regulatory,P2_english,regulatory,(keyword fallback)
152,2018-三门县农村生活污水处理设施运行维护管理办法.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
152,2018-三门县农村生活污水处理设施运行维护管理办法.docx,regulatory,P8_label_only,regulatory,(single word)
153,2015-关于禁止在饮用水水源保护区垂钓、游泳等活动的通告.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
153,2015-关于禁止在饮用水水源保护区垂钓、游泳等活动的通告.docx,regulatory,P2_english,regulatory,(keyword fallback)
153,2015-关于禁止在饮用水水源保护区垂钓、游泳等活动的通告.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
153,2015-关于禁止在饮用水水源保护区垂钓、游泳等活动的通告.docx,regulatory,P8_label_only,regulatory,(single word)
154,2009-关于印发三门县石牯牛水库饮用水源保护区污染防治管理暂行办法的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
154,2009-关于印发三门县石牯牛水库饮用水源保护区污染防治管理暂行办法的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
154,2009-关于印发三门县石牯牛水库饮用水源保护区污染防治管理暂行办法的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
154,2009-关于印发三门县石牯牛水库饮用水源保护区污染防治管理暂行办法的通知.docx,regulatory,P8_label_only,regulatory,(single word)
155,2011-关于印发三门县佃石水库饮用水源保护区污染防治管理办法的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
155,2011-关于印发三门县佃石水库饮用水源保护区污染防治管理办法的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
155,2011-关于印发三门县佃石水库饮用水源保护区污染防治管理办法的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
155,2011-关于印发三门县佃石水库饮用水源保护区污染防治管理办法的通知.docx,regulatory,P8_label_only,regulatory,(single word)
156,2020-临海市人民政府办公室关于印发临海市牛头山水库饮用水水源地长效保护工作实施方案的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
156,2020-临海市人民政府办公室关于印发临海市牛头山水库饮用水水源地长效保护工作实施方案的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
156,2020-临海市人民政府办公室关于印发临海市牛头山水库饮用水水源地长效保护工作实施方案的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
156,2020-临海市人民政府办公室关于印发临海市牛头山水库饮用水水源地长效保护工作实施方案的通知.docx,regulatory,P8_label_only,regulatory,(single word)
157,2021-临海市农业农村局关于下达2021年农田氮磷生态拦截沟渠系统建设任务实施计划的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
157,2021-临海市农业农村局关于下达2021年农田氮磷生态拦截沟渠系统建设任务实施计划的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
157,2021-临海市农业农村局关于下达2021年农田氮磷生态拦截沟渠系统建设任务实施计划的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
157,2021-临海市农业农村局关于下达2021年农田氮磷生态拦截沟渠系统建设任务实施计划的通知.docx,regulatory,P8_label_only,regulatory,(single word)
158,2019-临海市人民政府办公室关于印发临海市“污水零直排区”建设项目管理细则（试行）的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
158,2019-临海市人民政府办公室关于印发临海市“污水零直排区”建设项目管理细则（试行）的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
158,2019-临海市人民政府办公室关于印发临海市“污水零直排区”建设项目管理细则（试行）的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
158,2019-临海市人民政府办公室关于印发临海市“污水零直排区”建设项目管理细则（试行）的通知.docx,regulatory,P8_label_only,regulatory,(single word)
159,2022-临海市农业农村局关于下达2022年农田氮磷生态拦截沟渠系统建设任务实施计划的通知.docx,regulatory,P1_baseline_zh,incentive,(keyword fallback)
159,2022-临海市农业农村局关于下达2022年农田氮磷生态拦截沟渠系统建设任务实施计划的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
159,2022-临海市农业农村局关于下达2022年农田氮磷生态拦截沟渠系统建设任务实施计划的通知.docx,regulatory,P3_no_definition,incentive,(keyword fallback)
159,2022-临海市农业农村局关于下达2022年农田氮磷生态拦截沟渠系统建设任务实施计划的通知.docx,regulatory,P8_label_only,incentive,(single word)
160,2013-临海市人民政府关于禁止在饮用水源保护区游泳的通告.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
160,2013-临海市人民政府关于禁止在饮用水源保护区游泳的通告.docx,regulatory,P2_english,regulatory,(keyword fallback)
160,2013-临海市人民政府关于禁止在饮用水源保护区游泳的通告.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
160,2013-临海市人民政府关于禁止在饮用水源保护区游泳的通告.docx,regulatory,P8_label_only,regulatory,(single word)
161,2015-临海市人民政府关于加强溪口水库库区安全管理的通告.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
161,2015-临海市人民政府关于加强溪口水库库区安全管理的通告.docx,regulatory,P2_english,regulatory,(keyword fallback)
161,2015-临海市人民政府关于加强溪口水库库区安全管理的通告.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
161,2015-临海市人民政府关于加强溪口水库库区安全管理的通告.docx,regulatory,P8_label_only,regulatory,(single word)
162,2023-临海市农业农村局关于下达2023年农田氮磷生态拦截沟渠系统建设任务实施计划的通知.docx,regulatory,P1_baseline_zh,incentive,(keyword fallback)
162,2023-临海市农业农村局关于下达2023年农田氮磷生态拦截沟渠系统建设任务实施计划的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
162,2023-临海市农业农村局关于下达2023年农田氮磷生态拦截沟渠系统建设任务实施计划的通知.docx,regulatory,P3_no_definition,incentive,(keyword fallback)
162,2023-临海市农业农村局关于下达2023年农田氮磷生态拦截沟渠系统建设任务实施计划的通知.docx,regulatory,P8_label_only,incentive,(single word)
163,2020-临海市人民政府办公室关于印发临海市固定污染源排污许可清理整顿工作方案的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
163,2020-临海市人民政府办公室关于印发临海市固定污染源排污许可清理整顿工作方案的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
163,2020-临海市人民政府办公室关于印发临海市固定污染源排污许可清理整顿工作方案的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
163,2020-临海市人民政府办公室关于印发临海市固定污染源排污许可清理整顿工作方案的通知.docx,regulatory,P8_label_only,regulatory,(single word)
164,2023-临海市港航口岸和渔业管理局关于印发《2023年度全市港航渔业领域“五水共治”找短板寻盲区查漏洞挖死角专项行动方案》的通知.docx,informational,P1_baseline_zh,regulatory,(keyword fallback)
164,2023-临海市港航口岸和渔业管理局关于印发《2023年度全市港航渔业领域“五水共治”找短板寻盲区查漏洞挖死角专项行动方案》的通知.docx,informational,P2_english,regulatory,(keyword fallback)
164,2023-临海市港航口岸和渔业管理局关于印发《2023年度全市港航渔业领域“五水共治”找短板寻盲区查漏洞挖死角专项行动方案》的通知.docx,informational,P3_no_definition,regulatory,(keyword fallback)
164,2023-临海市港航口岸和渔业管理局关于印发《2023年度全市港航渔业领域“五水共治”找短板寻盲区查漏洞挖死角专项行动方案》的通知.docx,informational,P8_label_only,regulatory,(single word)
165,2023-临海市人民政府办公室关于印发临海市养殖用海管理办法（试行）的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
165,2023-临海市人民政府办公室关于印发临海市养殖用海管理办法（试行）的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
165,2023-临海市人民政府办公室关于印发临海市养殖用海管理办法（试行）的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
165,2023-临海市人民政府办公室关于印发临海市养殖用海管理办法（试行）的通知.docx,regulatory,P8_label_only,regulatory,(single word)
166,2019-临海市人民政府办公室关于印发高标准推进医化园区“污水零直排区”建设实施方案的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
166,2019-临海市人民政府办公室关于印发高标准推进医化园区“污水零直排区”建设实施方案的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
166,2019-临海市人民政府办公室关于印发高标准推进医化园区“污水零直排区”建设实施方案的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
166,2019-临海市人民政府办公室关于印发高标准推进医化园区“污水零直排区”建设实施方案的通知.docx,regulatory,P8_label_only,regulatory,(single word)
167,2015-临海市人民政府办公室关于印发临海头门港新区工业污水处理复合收费实施办法（试行）的通知.docx,regulatory,P1_baseline_zh,incentive,(keyword fallback)
167,2015-临海市人民政府办公室关于印发临海头门港新区工业污水处理复合收费实施办法（试行）的通知.docx,regulatory,P2_english,incentive,(keyword fallback)
167,2015-临海市人民政府办公室关于印发临海头门港新区工业污水处理复合收费实施办法（试行）的通知.docx,regulatory,P3_no_definition,incentive,(keyword fallback)
167,2015-临海市人民政府办公室关于印发临海头门港新区工业污水处理复合收费实施办法（试行）的通知.docx,regulatory,P8_label_only,incentive,(single word)
168,2021-临海市人民政府关于临海市大中型水库集雨区生态补偿机制的实施意见.docx,regulatory,P1_baseline_zh,incentive,(keyword fallback)
168,2021-临海市人民政府关于临海市大中型水库集雨区生态补偿机制的实施意见.docx,regulatory,P2_english,incentive,(keyword fallback)
168,2021-临海市人民政府关于临海市大中型水库集雨区生态补偿机制的实施意见.docx,regulatory,P3_no_definition,incentive,(keyword fallback)
168,2021-临海市人民政府关于临海市大中型水库集雨区生态补偿机制的实施意见.docx,regulatory,P8_label_only,incentive,(single word)
169,2020-玉环市人民政府关于禁止在玉环湖、漩门三期区域内非法捕捞、非法养殖的通告.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
169,2020-玉环市人民政府关于禁止在玉环湖、漩门三期区域内非法捕捞、非法养殖的通告.docx,regulatory,P2_english,regulatory,(keyword fallback)
169,2020-玉环市人民政府关于禁止在玉环湖、漩门三期区域内非法捕捞、非法养殖的通告.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
169,2020-玉环市人民政府关于禁止在玉环湖、漩门三期区域内非法捕捞、非法养殖的通告.docx,regulatory,P8_label_only,regulatory,(single word)
170,2021-玉环市发展和改革局 台州市生态环境局玉环分局关于印发玉环市生态环境保护“十四五”规划的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
170,2021-玉环市发展和改革局 台州市生态环境局玉环分局关于印发玉环市生态环境保护“十四五”规划的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
170,2021-玉环市发展和改革局 台州市生态环境局玉环分局关于印发玉环市生态环境保护“十四五”规划的通知.docx,regulatory,P3_no_definition,informational,(keyword fallback)
170,2021-玉环市发展和改革局 台州市生态环境局玉环分局关于印发玉环市生态环境保护“十四五”规划的通知.docx,regulatory,P8_label_only,informational,(single word)
171,2020-玉环市人民政府关于印发玉环市节水行动实施方案的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
171,2020-玉环市人民政府关于印发玉环市节水行动实施方案的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
171,2020-玉环市人民政府关于印发玉环市节水行动实施方案的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
171,2020-玉环市人民政府关于印发玉环市节水行动实施方案的通知.docx,regulatory,P8_label_only,regulatory,(single word)
172,2021-关于印发《生态环境水行政领域执法行动实施方案》的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
172,2021-关于印发《生态环境水行政领域执法行动实施方案》的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
172,2021-关于印发《生态环境水行政领域执法行动实施方案》的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
172,2021-关于印发《生态环境水行政领域执法行动实施方案》的通知.docx,regulatory,P8_label_only,regulatory,(single word)
173,2016-关于调整玉环县污水处理收费标准的通知.docx,regulatory,P1_baseline_zh,incentive,(keyword fallback)
173,2016-关于调整玉环县污水处理收费标准的通知.docx,regulatory,P2_english,incentive,(keyword fallback)
173,2016-关于调整玉环县污水处理收费标准的通知.docx,regulatory,P3_no_definition,incentive,(keyword fallback)
173,2016-关于调整玉环县污水处理收费标准的通知.docx,regulatory,P8_label_only,regulatory,(single word)
174,2020-玉环市人民政府办公室关于加快推进海绵城市建设的实施意见.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
174,2020-玉环市人民政府办公室关于加快推进海绵城市建设的实施意见.docx,regulatory,P2_english,regulatory,(keyword fallback)
174,2020-玉环市人民政府办公室关于加快推进海绵城市建设的实施意见.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
174,2020-玉环市人民政府办公室关于加快推进海绵城市建设的实施意见.docx,regulatory,P8_label_only,regulatory,(single word)
175,2018-玉环市发展和改革局 玉环市财政局 玉环市环境保护局关于实行分类分档及多因子计收工业污水处理费的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
175,2018-玉环市发展和改革局 玉环市财政局 玉环市环境保护局关于实行分类分档及多因子计收工业污水处理费的通知.docx,regulatory,P2_english,incentive,(keyword fallback)
175,2018-玉环市发展和改革局 玉环市财政局 玉环市环境保护局关于实行分类分档及多因子计收工业污水处理费的通知.docx,regulatory,P3_no_definition,incentive,(keyword fallback)
175,2018-玉环市发展和改革局 玉环市财政局 玉环市环境保护局关于实行分类分档及多因子计收工业污水处理费的通知.docx,regulatory,P8_label_only,incentive,(single word)
176,2016-玉环县人民政府 关于印发玉环县农村生活污水治理设施 运行维护管理办法（试行）的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
176,2016-玉环县人民政府 关于印发玉环县农村生活污水治理设施 运行维护管理办法（试行）的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
176,2016-玉环县人民政府 关于印发玉环县农村生活污水治理设施 运行维护管理办法（试行）的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
176,2016-玉环县人民政府 关于印发玉环县农村生活污水治理设施 运行维护管理办法（试行）的通知.docx,regulatory,P8_label_only,regulatory,(single word)
177,2017-台州市路桥区人民政府办公室关于印发路桥区2017年主要污染物总量减排计划的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
177,2017-台州市路桥区人民政府办公室关于印发路桥区2017年主要污染物总量减排计划的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
177,2017-台州市路桥区人民政府办公室关于印发路桥区2017年主要污染物总量减排计划的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
177,2017-台州市路桥区人民政府办公室关于印发路桥区2017年主要污染物总量减排计划的通知.docx,regulatory,P8_label_only,regulatory,(single word)
178,2021-台州市路桥区人民政府办公室关于印发路桥区“污水零直排区”建设工程精细化管理办法的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
178,2021-台州市路桥区人民政府办公室关于印发路桥区“污水零直排区”建设工程精细化管理办法的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
178,2021-台州市路桥区人民政府办公室关于印发路桥区“污水零直排区”建设工程精细化管理办法的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
178,2021-台州市路桥区人民政府办公室关于印发路桥区“污水零直排区”建设工程精细化管理办法的通知.docx,regulatory,P8_label_only,regulatory,(single word)
179,2014-关于印发2014年“五水共治”环保工作责任分工落实方案的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
179,2014-关于印发2014年“五水共治”环保工作责任分工落实方案的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
179,2014-关于印发2014年“五水共治”环保工作责任分工落实方案的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
179,2014-关于印发2014年“五水共治”环保工作责任分工落实方案的通知.docx,regulatory,P8_label_only,regulatory,(single word)
180,2018-台州市路桥区人民政府办公室关于下达路桥区2018年“五水共治”水利面上工作计划的通知.docx,informational,P1_baseline_zh,regulatory,(keyword fallback)
180,2018-台州市路桥区人民政府办公室关于下达路桥区2018年“五水共治”水利面上工作计划的通知.docx,informational,P2_english,regulatory,(keyword fallback)
180,2018-台州市路桥区人民政府办公室关于下达路桥区2018年“五水共治”水利面上工作计划的通知.docx,informational,P3_no_definition,regulatory,(keyword fallback)
180,2018-台州市路桥区人民政府办公室关于下达路桥区2018年“五水共治”水利面上工作计划的通知.docx,informational,P8_label_only,regulatory,(single word)
181,2021-台州市路桥区人民政府办公室关于印发路桥区沿河（湖）排污口整治清零实施方案等四个行动方案的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
181,2021-台州市路桥区人民政府办公室关于印发路桥区沿河（湖）排污口整治清零实施方案等四个行动方案的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
181,2021-台州市路桥区人民政府办公室关于印发路桥区沿河（湖）排污口整治清零实施方案等四个行动方案的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
181,2021-台州市路桥区人民政府办公室关于印发路桥区沿河（湖）排污口整治清零实施方案等四个行动方案的通知.docx,regulatory,P8_label_only,regulatory,(single word)
182,2016-台州市路桥区人民政府办公室《关于印发路桥区“十三五”期间实行最严格水资源管理制度工作方案的通知》.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
182,2016-台州市路桥区人民政府办公室《关于印发路桥区“十三五”期间实行最严格水资源管理制度工作方案的通知》.docx,regulatory,P2_english,regulatory,(keyword fallback)
182,2016-台州市路桥区人民政府办公室《关于印发路桥区“十三五”期间实行最严格水资源管理制度工作方案的通知》.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
182,2016-台州市路桥区人民政府办公室《关于印发路桥区“十三五”期间实行最严格水资源管理制度工作方案的通知》.docx,regulatory,P8_label_only,regulatory,(single word)
183,2021-台州市路桥区人民政府办公室关于全面推进路桥区海绵城市建设的实施意见.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
183,2021-台州市路桥区人民政府办公室关于全面推进路桥区海绵城市建设的实施意见.docx,regulatory,P2_english,regulatory,(keyword fallback)
183,2021-台州市路桥区人民政府办公室关于全面推进路桥区海绵城市建设的实施意见.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
183,2021-台州市路桥区人民政府办公室关于全面推进路桥区海绵城市建设的实施意见.docx,regulatory,P8_label_only,regulatory,(single word)
184,2018-台州市路桥区人民政府办公室关于印发路桥区水事纠纷应急预案的通知.docx,informational,P1_baseline_zh,regulatory,(keyword fallback)
184,2018-台州市路桥区人民政府办公室关于印发路桥区水事纠纷应急预案的通知.docx,informational,P2_english,regulatory,(keyword fallback)
184,2018-台州市路桥区人民政府办公室关于印发路桥区水事纠纷应急预案的通知.docx,informational,P3_no_definition,regulatory,(keyword fallback)
184,2018-台州市路桥区人民政府办公室关于印发路桥区水事纠纷应急预案的通知.docx,informational,P8_label_only,regulatory,(single word)
185,2020-台州市路桥区人民政府办公室关于印发路桥区节水行动实施方案的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
185,2020-台州市路桥区人民政府办公室关于印发路桥区节水行动实施方案的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
185,2020-台州市路桥区人民政府办公室关于印发路桥区节水行动实施方案的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
185,2020-台州市路桥区人民政府办公室关于印发路桥区节水行动实施方案的通知.docx,regulatory,P8_label_only,regulatory,(single word)
186,2016-台州市路桥区人民政府办公室关于印发路桥区百日环保执法专项行动工作方案的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
186,2016-台州市路桥区人民政府办公室关于印发路桥区百日环保执法专项行动工作方案的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
186,2016-台州市路桥区人民政府办公室关于印发路桥区百日环保执法专项行动工作方案的通知.docx,regulatory,P3_no_definition,regulatory,(keyword fallback)
186,2016-台州市路桥区人民政府办公室关于印发路桥区百日环保执法专项行动工作方案的通知.docx,regulatory,P8_label_only,regulatory,(single word)
187,2016-台州市路桥区人民政府办公室关于印发路桥区环境保护“十三五”规划的通知.docx,regulatory,P1_baseline_zh,regulatory,(keyword fallback)
187,2016-台州市路桥区人民政府办公室关于印发路桥区环境保护“十三五”规划的通知.docx,regulatory,P2_english,regulatory,(keyword fallback)
187,2016-台州市路桥区人民政府办公室关于印发路桥区环境保护“十三五”规划的通知.docx,regulatory,P3_no_definition,informational,(keyword fallback)
187,2016-台州市路桥区人民政府办公室关于印发路桥区环境保护“十三五”规划的通知.docx,regulatory,P8_label_only,regulatory,(single word)
188,2019-台州市路桥区人民政府办公室关于下达路桥区2019年“五水共治”河道（池塘）治理计划的通知.docx,informational,P1_baseline_zh,regulatory,(keyword fallback)
188,2019-台州市路桥区人民政府办公室关于下达路桥区2019年“五水共治”河道（池塘）治理计划的通知.docx,informational,P2_english,regulatory,(keyword fallback)
188,2019-台州市路桥区人民政府办公室关于下达路桥区2019年“五水共治”河道（池塘）治理计划的通知.docx,informational,P3_no_definition,regulatory,(keyword fallback)
188,2019-台州市路桥区人民政府办公室关于下达路桥区2019年“五水共治”河道（池塘）治理计划的通知.docx,informational,P8_label_only,regulatory,(single word)
